id,latitude,longitude,state
306,46.1398675924,-93.7052832488,MN
307,47.2552844734,-93.3922803829,MN
308,46.5142338222,-93.3922803829,MN
309,45.7629385507,-93.3922803829,MN
310,47.6219732551,-93.079277517,MN
311,46.8860387913,-93.079277517,MN
312,46.1398675924,-93.079277517,MN
313,45.7629385507,-92.7662746511,MN
314,46.5142338222,-92.7662746511,MN
315,47.2552844734,-92.7662746511,MN
316,43.8398275933,-94.3312889807,MN
317,45.3834455774,-94.3312889807,MN
318,44.6167655699,-94.3312889807,MN
319,45.0013879934,-94.0182861147,MN
320,44.2295785369,-94.0182861147,MN
321,43.8398275933,-93.7052832488,MN
322,45.3834455774,-93.7052832488,MN
323,44.6167655699,-93.7052832488,MN
324,45.0013879934,-93.3922803829,MN
325,44.2295785369,-93.3922803829,MN
326,43.8398275933,-93.079277517,MN
327,45.3834455774,-93.079277517,MN
328,44.6167655699,-93.079277517,MN
329,45.0013879934,-92.7662746511,MN
330,44.2295785369,-92.7662746511,MN
331,43.8398275933,-92.4532717852,MN
332,45.3834455774,-92.4532717852,MN
333,44.6167655699,-92.4532717852,MN
334,44.2295785369,-92.1402689193,MN
335,43.8398275933,-91.8272660534,MN
336,43.4475139153,-92.1402689193,MN
337,43.4475139153,-91.5142631875,MN
338,43.4475139153,-90.8882574556,MN
339,46.1398675924,-92.4532717852,MN
340,46.8860387913,-92.4532717852,MN
341,47.6219732551,-92.4532717852,MN
342,46.5142338222,-92.1402689193,MN
343,47.2552844734,-92.1402689193,MN
344,46.8860387913,-91.8272660534,MN
345,47.6219732551,-91.8272660534,MN
346,47.2552844734,-91.5142631875,MN
347,46.8860387913,-91.2012603216,MN
348,47.6219732551,-91.2012603216,MN
349,47.2552844734,-90.8882574556,MN
350,47.6219732551,-90.5752545897,MN
351,47.2552844734,-90.2622517238,MN
352,47.6219732551,-89.9492488579,MN
353,44.2295785369,-91.5142631875,MN
354,43.8398275933,-91.2012603216,MN
355,39.3840451582,-79.6201542829,MD
356,38.9637646648,-79.307151417,MD
357,39.8018099478,-79.307151417,MD
358,39.3840451582,-78.994148551,MD
359,39.8018099478,-78.6811456851,MD
360,39.3840451582,-78.3681428192,MD
361,39.8018099478,-78.0551399533,MD
362,39.3840451582,-77.7421370874,MD
363,39.8018099478,-77.4291342215,MD
364,38.9637646648,-77.4291342215,MD
365,39.3840451582,-77.1161313556,MD
366,38.5409760679,-77.1161313556,MD
367,39.8018099478,-76.8031284897,MD
368,38.9637646648,-76.8031284897,MD
369,39.3840451582,-76.4901256238,MD
370,38.5409760679,-76.4901256238,MD
371,39.8018099478,-76.1771227578,MD
372,38.9637646648,-76.1771227578,MD
373,39.3840451582,-75.8641198919,MD
374,38.5409760679,-75.8641198919,MD
375,39.8018099478,-75.551117026,MD
376,38.9637646648,-75.551117026,MD
377,38.5409760679,-75.2381141601,MD
378,38.1156875578,-77.4291342215,MD
379,38.1156875578,-76.8031284897,MD
380,37.6879079227,-76.4901256238,MD
381,38.1156875578,-76.1771227578,MD
382,37.6879079227,-75.8641198919,MD
383,38.1156875578,-75.551117026,MD
384,38.1156875578,-74.9251112942,MD
385,41.0399427723,-71.4820797692,RI
386,41.8526726135,-72.108085501,RI
387,42.2552155944,-71.7950826351,RI
388,41.4475802621,-71.7950826351,RI
389,41.8526726135,-71.4820797692,RI
390,41.4475802621,-71.1690769033,RI
391,44.6167655699,-117.493501058,ID
392,44.2295785369,-117.1804981921,ID
393,45.0013879934,-117.1804981921,ID
394,48.7067280665,-117.1804981921,ID
395,47.9861079268,-117.1804981921,ID
396,49.0632210521,-116.8674953262,ID
397,48.3476916738,-116.8674953262,ID
398,48.7067280665,-116.5544924603,ID
399,47.9861079268,-116.5544924603,ID
400,48.3476916738,-116.2414895944,ID
401,49.0632210521,-116.2414895944,ID
402,43.4475139153,-117.1804981921,ID
403,42.6552055045,-117.1804981921,ID
404,41.8526726135,-117.1804981921,ID
405,43.0526391661,-116.8674953262,ID
406,42.2552155944,-116.8674953262,ID
407,43.4475139153,-116.5544924603,ID
408,42.6552055045,-116.5544924603,ID
409,41.8526726135,-116.5544924603,ID
410,43.0526391661,-116.2414895944,ID
411,42.2552155944,-116.2414895944,ID
412,43.4475139153,-115.9284867285,ID
413,42.6552055045,-115.9284867285,ID
414,41.8526726135,-115.9284867285,ID
415,43.0526391661,-115.6154838626,ID
416,42.2552155944,-115.6154838626,ID
417,41.8526726135,-115.3024809967,ID
418,42.6552055045,-115.3024809967,ID
419,43.4475139153,-115.3024809967,ID
420,46.5142338222,-117.1804981921,ID
421,47.2552844734,-117.1804981921,ID
422,47.6219732551,-116.8674953262,ID
423,46.8860387913,-116.8674953262,ID
424,46.1398675924,-116.8674953262,ID
425,47.2552844734,-116.5544924603,ID
426,46.5142338222,-116.5544924603,ID
427,45.7629385507,-116.5544924603,ID
428,47.6219732551,-116.2414895944,ID
429,46.8860387913,-116.2414895944,ID
430,46.1398675924,-116.2414895944,ID
431,47.2552844734,-115.9284867285,ID
432,46.5142338222,-115.9284867285,ID
433,45.7629385507,-115.9284867285,ID
434,47.6219732551,-115.6154838626,ID
435,46.8860387913,-115.6154838626,ID
436,46.1398675924,-115.6154838626,ID
437,46.5142338222,-115.3024809967,ID
438,47.2552844734,-115.3024809967,ID
439,43.8398275933,-116.8674953262,ID
440,44.6167655699,-116.8674953262,ID
441,45.3834455774,-116.8674953262,ID
442,44.2295785369,-116.5544924603,ID
443,45.0013879934,-116.5544924603,ID
444,43.8398275933,-116.2414895944,ID
445,44.6167655699,-116.2414895944,ID
446,45.3834455774,-116.2414895944,ID
447,44.2295785369,-115.9284867285,ID
448,45.0013879934,-115.9284867285,ID
449,43.8398275933,-115.6154838626,ID
450,45.3834455774,-115.6154838626,ID
451,44.6167655699,-115.6154838626,ID
452,45.0013879934,-115.3024809967,ID
453,44.2295785369,-115.3024809967,ID
454,43.8398275933,-114.9894781308,ID
455,45.3834455774,-114.9894781308,ID
456,44.6167655699,-114.9894781308,ID
457,45.0013879934,-114.6764752648,ID
458,44.2295785369,-114.6764752648,ID
459,45.7629385507,-114.6764752648,ID
460,45.7629385507,-115.3024809967,ID
461,47.9861079268,-115.9284867285,ID
462,48.7067280665,-115.9284867285,ID
463,42.2552155944,-114.9894781308,ID
464,43.0526391661,-114.9894781308,ID
465,41.8526726135,-114.6764752648,ID
466,42.6552055045,-114.6764752648,ID
467,43.4475139153,-114.6764752648,ID
468,42.2552155944,-114.3634723989,ID
469,43.0526391661,-114.3634723989,ID
470,41.8526726135,-114.050469533,ID
471,42.6552055045,-114.050469533,ID
472,43.4475139153,-114.050469533,ID
473,42.2552155944,-113.7374666671,ID
474,43.0526391661,-113.7374666671,ID
475,41.8526726135,-113.4244638012,ID
476,42.6552055045,-113.4244638012,ID
477,43.4475139153,-113.4244638012,ID
478,42.2552155944,-113.1114609353,ID
479,43.0526391661,-113.1114609353,ID
480,41.8526726135,-112.7984580694,ID
481,42.6552055045,-112.7984580694,ID
482,43.4475139153,-112.7984580694,ID
483,42.2552155944,-112.4854552035,ID
484,43.0526391661,-112.4854552035,ID
485,46.1398675924,-114.9894781308,ID
486,46.8860387913,-114.9894781308,ID
487,46.5142338222,-114.6764752648,ID
488,46.1398675924,-114.3634723989,ID
489,46.8860387913,-114.3634723989,ID
490,45.7629385507,-114.050469533,ID
491,46.5142338222,-114.050469533,ID
492,43.8398275933,-114.3634723989,ID
493,45.3834455774,-114.3634723989,ID
494,44.6167655699,-114.3634723989,ID
495,45.0013879934,-114.050469533,ID
496,44.2295785369,-114.050469533,ID
497,43.8398275933,-113.7374666671,ID
498,45.3834455774,-113.7374666671,ID
499,44.6167655699,-113.7374666671,ID
500,45.0013879934,-113.4244638012,ID
501,44.2295785369,-113.4244638012,ID
502,43.8398275933,-113.1114609353,ID
503,44.6167655699,-113.1114609353,ID
504,44.2295785369,-112.7984580694,ID
505,43.8398275933,-112.4854552035,ID
506,44.6167655699,-112.4854552035,ID
507,44.2295785369,-112.1724523376,ID
508,43.8398275933,-111.8594494717,ID
509,44.6167655699,-111.8594494717,ID
510,44.2295785369,-111.5464466057,ID
511,41.8526726135,-112.1724523376,ID
512,42.6552055045,-112.1724523376,ID
513,43.4475139153,-112.1724523376,ID
514,42.2552155944,-111.8594494717,ID
515,43.0526391661,-111.8594494717,ID
516,41.8526726135,-111.5464466057,ID
517,42.6552055045,-111.5464466057,ID
518,43.4475139153,-111.5464466057,ID
519,42.2552155944,-111.2334437398,ID
520,43.0526391661,-111.2334437398,ID
521,41.8526726135,-110.9204408739,ID
522,42.6552055045,-110.9204408739,ID
523,43.4475139153,-110.9204408739,ID
524,43.8398275933,-111.2334437398,ID
525,44.6167655699,-111.2334437398,ID
526,44.2295785369,-110.9204408739,ID
527,43.8398275933,-72.4210883669,NH
528,43.4475139153,-72.7340912328,NH
529,42.6552055045,-72.7340912328,NH
530,43.0526391661,-72.4210883669,NH
531,43.4475139153,-72.108085501,NH
532,42.6552055045,-72.108085501,NH
533,43.0526391661,-71.7950826351,NH
534,43.4475139153,-71.4820797692,NH
535,42.6552055045,-71.4820797692,NH
536,43.0526391661,-71.1690769033,NH
537,43.4475139153,-70.8560740374,NH
538,42.6552055045,-70.8560740374,NH
539,43.0526391661,-70.5430711715,NH
540,43.8398275933,-71.7950826351,NH
541,43.8398275933,-71.1690769033,NH
542,44.2295785369,-70.8560740374,NH
543,44.2295785369,-72.108085501,NH
544,44.2295785369,-71.4820797692,NH
545,44.6167655699,-71.7950826351,NH
546,44.6167655699,-71.1690769033,NH
547,45.0013879934,-70.8560740374,NH
548,45.0013879934,-71.4820797692,NH
549,45.3834455774,-71.1690769033,NH
550,35.9520752317,-83.3761886738,NC
551,36.3897192712,-82.4371800761,NC
552,35.9520752317,-82.750182942,NC
553,35.9520752317,-82.1241772101,NC
554,34.6245660961,-80.5591628806,NC
555,34.6245660961,-79.9331571488,NC
556,34.6245660961,-79.307151417,NC
557,34.177247958,-78.994148551,NC
558,34.6245660961,-78.6811456851,NC
559,33.7275458626,-78.6811456851,NC
560,34.177247958,-78.3681428192,NC
561,34.6245660961,-78.0551399533,NC
562,33.7275458626,-78.0551399533,NC
563,34.177247958,-77.7421370874,NC
564,34.6245660961,-77.4291342215,NC
565,34.6245660961,-76.8031284897,NC
566,34.6245660961,-76.1771227578,NC
567,36.3897192712,-81.8111743442,NC
568,36.8249134635,-81.4981714783,NC
569,35.9520752317,-81.4981714783,NC
570,36.3897192712,-81.1851686124,NC
571,36.8249134635,-80.8721657465,NC
572,35.9520752317,-80.8721657465,NC
573,36.3897192712,-80.5591628806,NC
574,36.8249134635,-80.2461600147,NC
575,35.9520752317,-80.2461600147,NC
576,35.0694857952,-84.6282001374,NC
577,35.511993231,-84.3151972715,NC
578,35.0694857952,-84.0021944056,NC
579,35.511993231,-83.6891915397,NC
580,35.0694857952,-83.3761886738,NC
581,35.511993231,-83.0631858079,NC
582,35.0694857952,-82.750182942,NC
583,35.511993231,-82.4371800761,NC
584,35.0694857952,-82.1241772101,NC
585,35.511993231,-81.8111743442,NC
586,35.0694857952,-81.4981714783,NC
587,35.511993231,-81.1851686124,NC
588,35.0694857952,-80.8721657465,NC
589,35.511993231,-80.5591628806,NC
590,35.0694857952,-80.2461600147,NC
591,35.511993231,-79.9331571488,NC
592,35.0694857952,-79.6201542829,NC
593,35.511993231,-79.307151417,NC
594,35.0694857952,-78.994148551,NC
595,35.511993231,-78.6811456851,NC
596,35.0694857952,-78.3681428192,NC
597,35.511993231,-78.0551399533,NC
598,35.0694857952,-77.7421370874,NC
599,35.511993231,-77.4291342215,NC
600,35.0694857952,-77.1161313556,NC
601,35.511993231,-76.8031284897,NC
602,35.0694857952,-76.4901256238,NC
603,35.511993231,-76.1771227578,NC
604,35.0694857952,-75.8641198919,NC
605,35.511993231,-75.551117026,NC
606,35.0694857952,-75.2381141601,NC
607,36.3897192712,-79.9331571488,NC
608,35.9520752317,-79.6201542829,NC
609,36.8249134635,-79.6201542829,NC
610,36.3897192712,-79.307151417,NC
611,35.9520752317,-78.994148551,NC
612,36.8249134635,-78.994148551,NC
613,36.3897192712,-78.6811456851,NC
614,35.9520752317,-78.3681428192,NC
615,36.8249134635,-78.3681428192,NC
616,36.3897192712,-78.0551399533,NC
617,35.9520752317,-77.7421370874,NC
618,36.8249134635,-77.7421370874,NC
619,36.3897192712,-77.4291342215,NC
620,36.8249134635,-77.1161313556,NC
621,35.9520752317,-77.1161313556,NC
622,36.3897192712,-76.8031284897,NC
623,36.8249134635,-76.4901256238,NC
624,35.9520752317,-76.4901256238,NC
625,36.3897192712,-76.1771227578,NC
626,36.8249134635,-75.8641198919,NC
627,35.9520752317,-75.8641198919,NC
628,36.3897192712,-75.551117026,NC
629,35.9520752317,-75.2381141601,NC
630,43.8398275933,-73.6730998306,VT
631,44.6167655699,-73.6730998306,VT
632,45.0013879934,-73.3600969646,VT
633,44.2295785369,-73.3600969646,VT
634,43.8398275933,-73.0470940987,VT
635,44.6167655699,-73.0470940987,VT
636,45.0013879934,-72.7340912328,VT
637,44.2295785369,-72.7340912328,VT
638,43.8398275933,-72.4210883669,VT
639,44.6167655699,-72.4210883669,VT
640,43.4475139153,-73.3600969646,VT
641,42.6552055045,-73.3600969646,VT
642,43.0526391661,-73.0470940987,VT
643,43.4475139153,-72.7340912328,VT
644,42.6552055045,-72.7340912328,VT
645,43.0526391661,-72.4210883669,VT
646,43.4475139153,-72.108085501,VT
647,43.8398275933,-71.7950826351,VT
648,44.2295785369,-72.108085501,VT
649,44.2295785369,-71.4820797692,VT
650,44.6167655699,-71.7950826351,VT
651,45.0013879934,-72.108085501,VT
652,45.0013879934,-71.4820797692,VT
653,41.0399427723,-73.9861026965,CT
654,41.0399427723,-73.3600969646,CT
655,41.0399427723,-72.7340912328,CT
656,41.0399427723,-72.108085501,CT
657,41.4475802621,-73.6730998306,CT
658,42.2552155944,-73.6730998306,CT
659,41.8526726135,-73.3600969646,CT
660,42.2552155944,-73.0470940987,CT
661,41.4475802621,-73.0470940987,CT
662,41.8526726135,-72.7340912328,CT
663,42.2552155944,-72.4210883669,CT
664,41.4475802621,-72.4210883669,CT
665,41.8526726135,-72.108085501,CT
666,42.2552155944,-71.7950826351,CT
667,41.4475802621,-71.7950826351,CT
668,41.8526726135,-71.4820797692,CT
669,39.3840451582,-75.8641198919,DE
670,38.5409760679,-75.8641198919,DE
671,39.8018099478,-75.551117026,DE
672,38.9637646648,-75.551117026,DE
673,39.3840451582,-75.2381141601,DE
674,38.5409760679,-75.2381141601,DE
675,38.9637646648,-74.9251112942,DE
676,31.9052108536,-109.3554265444,NM
677,31.4438295742,-109.0424236785,NM
678,32.364290626,-109.0424236785,NM
679,31.9052108536,-108.7294208125,NM
680,31.4438295742,-108.4164179466,NM
681,32.364290626,-108.4164179466,NM
682,31.9052108536,-108.1034150807,NM
683,32.364290626,-107.7904122148,NM
684,31.9052108536,-107.4774093489,NM
685,32.364290626,-107.164406483,NM
686,31.9052108536,-106.8514036171,NM
687,32.364290626,-106.5384007512,NM
688,32.364290626,-105.9123950193,NM
689,31.9052108536,-106.2253978853,NM
690,31.9052108536,-105.5993921534,NM
691,35.511993231,-109.3554265444,NM
692,36.3897192712,-109.3554265444,NM
693,35.0694857952,-109.0424236785,NM
694,35.511993231,-108.7294208125,NM
695,37.2576465559,-108.7294208125,NM
696,36.3897192712,-108.7294208125,NM
697,36.8249134635,-109.0424236785,NM
698,35.9520752317,-109.0424236785,NM
699,36.8249134635,-108.4164179466,NM
700,35.9520752317,-108.4164179466,NM
701,37.2576465559,-108.1034150807,NM
702,36.3897192712,-108.1034150807,NM
703,35.9520752317,-107.7904122148,NM
